4.38E-08	0.0555556
8.38E-08	0.111111
2.16438E-05	0.166667
5.13046E-05	0.222222
0.000100206	0.277778
0.00017316	0.333333
0.000274978	0.388889
0.000410474	0.444444
0.000584463	0.499999
0.000801762	0.555555
0.00106719	0.611109
0.00138556	0.666664
0.0017617	0.722218
0.00220043	0.777772
0.00270657	0.833325
0.00328497	0.888878
0.00394043	0.94443
0.00467781	0.99998
0.00550193	1.05553
0.00641763	1.11108
0.00742976	1.16662
0.00854315	1.22217
0.00976266	1.27771
0.0110931	1.33325
0.0125394	1.38879
0.0141064	1.44432
0.0157989	1.49985
0.0176218	1.55538
0.01958	1.6109
0.0216783	1.66641
0.0239216	1.72192
0.0263148	1.77743
0.0288628	1.83292
0.0315704	1.88841
0.0344426	1.94389
0.0374841	1.99937
0.0407	2.05483
0.0440951	2.11028
0.0476743	2.16572
0.0514424	2.22115
0.0554045	2.27656
0.0595654	2.33196
0.0639299	2.38735
0.0685031	2.44271
0.0732897	2.49806
0.0782948	2.55339
0.0835232	2.6087
0.0889797	2.66399
0.0946694	2.71925
0.100597	2.77449
0.106768	2.8297
0.113186	2.88488
0.119857	2.94004
0.126786	2.99516
0.133978	3.05025
0.141436	3.1053
0.149167	3.16032
0.157175	3.21529
0.165465	3.27022
0.174042	3.32511
0.18291	3.37996
0.192076	3.43475
0.201542	3.48949
0.211315	3.54418
0.221398	3.59882
0.231798	3.65339
0.242518	3.7079
0.253563	3.76235
0.264938	3.81673
0.276648	3.87103
0.288698	3.92527
0.301092	3.97942
0.313835	4.0335
0.326931	4.08749
0.340385	4.14139
0.354203	4.1952
0.368387	4.24891
0.382943	4.30253
0.397876	4.35604
0.413189	4.40944
0.428888	4.46273
0.444976	4.51591
0.461459	4.56896
0.478339	4.62189
0.495623	4.67469
0.513313	4.72735
0.531414	4.77987
0.549931	4.83225
0.568866	4.88448
0.588226	4.93656
0.608012	4.98847
0.62823	5.04021
0.648882	5.09179
0.669974	5.14318
0.691508	5.1944
0.713489	5.24542
0.735919	5.29624
0.758803	5.34687
0.782143	5.39728
0.805944	5.44748
0.830208	5.49746
0.854939	5.5472
0.880139	5.59672
0.905812	5.64598
0.931961	5.695
0.958588	5.74376
0.985696	5.79225
1.01329	5.84047
1.04136	5.88841
1.06993	5.93606
1.09899	5.98341
1.12854	6.03045
1.15858	6.07718
1.18912	6.12359
1.22016	6.16967
1.2517	6.2154
1.28374	6.26079
1.31628	6.30581
